the_geom,Location or Partner,Borough,On Street,From Street,To Street,Type,Open Date,Start Time,End Time,Day Of Week,SegmentID,NHoodName,Length In Miles,Shape Length,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start,Sunday_End
"MULTILINESTRING ((-73.98529382944956 40.7275928382145, -73.98309064183185 40.72666581313198))",St Marks Business Coalition,Manhattan,St Marks Place,1st Ave,Ave A,Open Streets: Restaurants,09/11/2020 12:00:00 AM,"5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM","F,S,U",33107,East Village,0.132164977647,697.831081978,NA,NA,NA,NA,NA,NA,NA,NA,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00882328394081 40.71601382374749, -74.00920540167947 40.71618795273629))",Restaurant Marc Forgione,Manhattan,Reade St,W Broadway,Greenwich St,Open Streets: Restaurants,09/11/2020 12:00:00 AM,"NA,NA,4:00PM,4:00PM,4:00PM,4:00PM,4:00PM","NA,NA,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",WRFSU,31556,Tribeca,0.023384982344,123.472706776,NA,NA,NA,NA,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM
"MULTILINESTRING ((-74.00920540167947 40.71618795273629, -74.01083359744761 40.71692527493972))",Restaurant Marc Forgione,Manhattan,Reade St,W Broadway,Greenwich St,Open Streets: Restaurants,09/11/2020 12:00:00 AM,"NA,NA,4:00PM,4:00PM,4:00PM,4:00PM,4:00PM","NA,NA,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",WRFSU,31543,Tribeca,0.0994783775571,525.245833501,NA,NA,NA,NA,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM
"MULTILINESTRING ((-73.99352731381687 40.72163326135944, -73.99345880564769 40.7216125603605), (-73.99345880564769 40.7216125603605, -73.99273036104144 40.721395379358874))",Ray's Bar,Manhattan,Rivington St,Chrystie St,Bowery,Open Streets: Restaurants,09/11/2020 12:00:00 AM,"NA,NA,NA,NA,5:00PM,1:00PM,NA","NA,NA,NA,NA,10:00PM,10:00PM,NA","F,S",275213,Little Italy,0.0449434315643,237.301318659,NA,NA,NA,NA,NA,NA,NA,NA,5:00PM,10:00PM,1:00PM,10:00PM,NA,NA
"MULTILINESTRING ((-73.99273036104144 40.721395379358874, -73.99223706709236 40.72124829395945))",Ray's Bar,Manhattan,Rivington St,Chrystie St,Bowery,Open Streets: Restaurants,09/11/2020 12:00:00 AM,"NA,NA,NA,NA,5:00PM,1:00PM,NA","NA,NA,NA,NA,10:00PM,10:00PM,NA","F,S",32703,Lower East Side,0.027814942083,146.862894198,NA,NA,NA,NA,NA,NA,NA,NA,5:00PM,10:00PM,1:00PM,10:00PM,NA,NA
"MULTILINESTRING ((-74.11480751235968 40.5731590737214, -74.11576065431298 40.57216682743151))",New Dorp BID,Staten Island,9th St,New Dorp Ln,Rose Ave,Open Streets: Restaurants,09/11/2020 12:00:00 AM,"7:00pm,6:00pm,6:00pm","11:00PM,11:00PM,11:00PM","F,S,U",10673,New Dorp,0.0848682114148,448.10415627,NA,NA,NA,NA,NA,NA,NA,NA,7:00pm,11:00PM,6:00pm,11:00PM,6:00pm,11:00PM
"MULTILINESTRING ((-74.0012047590482 40.73384309208472, -74.00138878547845 40.73448281942014))",Morandi Restaurant,Manhattan,Waverly Pl,Christopher St,7th Ave S,Open Streets: Restaurants,10/02/2020 12:00:00 AM,"4:00PM,4:00PM,4:00PM,4:00PM,4:00PM,12:00pm,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM","F, S, U",32237,West Village,0.045187027096,238.587503067,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,12:00pm,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-73.9638612629522 40.80297203789988, -73.96367947027225 40.803221997852994))",West 111th Street Block Association,Manhattan,Amsterdam Ave,W 110th St,W 111th St,Open Streets: Restaurants,10/02/2020 12:00:00 AM,"NA,NA,NA,NA,7:00pm,11:00AM,11:00AM","NA,NA,NA,NA,11:00pm,11:00pm,11:00pm","F, S, U",223271,Morningside Heights,0.0197066868486,104.051306561,NA,NA,NA,NA,NA,NA,NA,NA,7:00pm,11:00pm,11:00AM,11:00pm,11:00AM,11:00pm
"MULTILINESTRING ((-73.96367947027225 40.803221997852994, -73.9633878880188 40.80362899291851))",West 111th Street Block Association,Manhattan,Amsterdam Ave,W 110th St,W 111th St,Open Streets: Restaurants,10/02/2020 12:00:00 AM,"NA,NA,NA,NA,7:00pm,11:00AM,11:00AM","NA,NA,NA,NA,11:00pm,11:00pm,11:00pm","F, S, U",223272,Morningside Heights,0.0319757425584,168.831920708,NA,NA,NA,NA,NA,NA,NA,NA,7:00pm,11:00pm,11:00AM,11:00pm,11:00AM,11:00pm
"MULTILINESTRING ((-74.01603631684313 40.67467939124463, -74.01726307274694 40.67550477891415))",Red Hook Business Alliance/Hometown BBQ,Brooklyn,Reed St,Conover St,Van Brunt St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"NA,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM","NA,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM",TWRFSU,17991,Red Hook,0.0860066256765,454.114983572,NA,NA,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM
"MULTILINESTRING ((-74.00261903337322 40.7248800365657, -74.00337621512081 40.72525167511627))","St Tropez Soho, LLC",Manhattan,Spring St,6th Ave,Thompson St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"NA,NA,NA,5:00PM,5:00PM,12:00PM,12:00PM","NA,NA,NA,11:00PM,11:00PM,11:00PM,11:00PM",RFSU,32132,Soho,0.0473028941745,249.759281246,NA,NA,NA,NA,NA,NA,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00157447252245 40.73512780615328, -74.00169304397143 40.73553459066292))",Morandi Restaurant,Manhattan,Waverly Place,Christopher Street,7th Avenue South,Open Streets: Restaurants,10/02/2020 12:00:00 AM,"4:00PM,4:00PM,4:00PM,4:00PM,4:00PM,12:00PM,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,32258,West Village,0.0287506818019,151.803599899,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-73.98792640682545 40.759790276778055, -73.99076073632517 40.7609937574651))",Times Square Alliance,Manhattan,W 46th St,8th Ave,9th Ave,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"2:00PM,2:00PM,2:00PM,2:00PM,2:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,33965,Hell's Kitchen,0.170326364089,899.323202383,2:00PM,11:00PM,2:00PM,11:00PM,2:00PM,11:00PM,2:00PM,11:00PM,2:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00945463878564 40.70452785693081, -74.00890108926997 40.70486184672095))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23144,Financial District,0.0370951520416,195.86240277,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00508163512575 40.74133538858395, -74.00485969235022 40.741646238484066))",Meatpacking BID,Manhattan,9th Ave,W 14th St,W 15th St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"3:00PM,3:00PM,3:00PM,3:00PM,3:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,32043,Chelsea,0.0244080556401,128.87453378,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00166271688076 40.7323188864134, -74.0032986158418 40.73174307518491))",Blind Tiger,Manhattan,Jones St,Bleecker St,W 4th St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"NA,NA,NA,NA,5:00PM,12:00PM,NA","NA,NA,NA,NA,10:00PM,10:00PM,NA","F,S",32226,West Village,0.0946152262211,499.568394434,NA,NA,NA,NA,NA,NA,NA,NA,5:00PM,10:00PM,12:00PM,10:00PM,NA,NA
"MULTILINESTRING ((-73.9981176578252 40.71458202022295, -73.99803530493473 40.71482456241434))",Chinatown BID,Manhattan,Doyers St,Bowery,Pell St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,110888,Chinatown,0.0172854150862,91.2669916771,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-73.98901110925699 40.74379564766942, -73.98886889552861 40.74453293318017))",Flatiron 23rd St Partnership,Manhattan,Broadway,W 25th St,W 28th St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,11:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,33877,Flatiron District,0.0514189065813,271.491826747,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,11:00AM,11:00PM
"MULTILINESTRING ((-73.98886889552861 40.74453293318017, -73.98872905526913 40.74528637371854))",Flatiron 23rd St Partnership,Manhattan,Broadway,W 25th St,W 28th St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,11:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,33879,Flatiron District,0.0525045222581,277.223877535,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,11:00AM,11:00PM
"MULTILINESTRING ((-73.99812123635112 40.714423386255284, -73.9981176578252 40.71458202022295))",Chinatown BID,Manhattan,Doyers St,Bowery,Pell St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,110885,Chinatown,0.0109476694906,57.8036948951,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-74.01159675055166 40.703446660027076, -74.01064454779211 40.70369501384153))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23021,Financial District,0.0528576101137,279.088181401,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.01064454779211 40.70369501384153, -74.01049611021205 40.70380470060311))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23135,Financial District,0.0108647414267,57.3658347327,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00800726902567 40.70544646160168, -74.00794861212975 40.7055461879027))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23293,Financial District,0.00753920064822,39.8069794029,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-73.9272691510919 40.86553455932333, -73.92805770387783 40.86619936323751))",Sushi Vida,Manhattan,Dyckman St,Broadway,Seaman Ave,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,72607,Inwood,0.0617314135387,325.941863455,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00890108926997 40.70486184672095, -74.00869962035303 40.70495605586238, -74.00850770233195 40.70506262746239, -74.00832722712525 40.70518066169766, -74.0081599351765 40.70530904192785, -74.00800726902567 40.70544646160168))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23175,Financial District,0.0622810849096,328.84412834,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00890108926997 40.70486184672095, -74.00869962035303 40.70495605586238, -74.00850770233195 40.70506262746239, -74.00832722712525 40.70518066169766, -74.0081599351765 40.70530904192785, -74.00800726902567 40.70544646160168))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23175,Financial District,0.0622810849096,328.84412834,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00775834332906 40.71080528506682, -74.00737534402857 40.710578867872215))",Alliance for Downtown NY,Manhattan,Ann St,William Street,Nassau St,Open Streets: Restaurants,09/04/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23367,Financial District,0.0254656892601,134.458839281,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-73.99788447507822 40.71430468604279, -73.99812123635112 40.714423386255284))",Chinatown BID,Manhattan,Doyers St,Bowery,Pell St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,110886,Chinatown,0.0148866609356,78.6015697231,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-74.01049611021205 40.70380470060311, -74.00945463878564 40.70452785693081))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,23138,Financial District,0.0740330764061,390.894643435,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00138878547845 40.73448281942014, -74.00157447252245 40.73512780615328))",Morandi Restaurant,Manhattan,Waverly Place,Christopher Street,7th Avenue South,Open Streets: Restaurants,10/02/2020 12:00:00 AM,"4:00PM,4:00PM,4:00PM,4:00PM,4:00PM,12:00PM,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,32233,West Village,0.0455601650448,240.55767144,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-73.98915469832488 40.743029960455175, -73.98901110925699 40.74379564766942))",Flatiron 23rd St Partnership,Manhattan,Broadway,W 25th St,W 28th St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,11:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,33016,Flatiron District,0.0533688418565,281.787484992,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,11:00AM,11:00PM
"MULTILINESTRING ((-74.00860085405631 40.711392239600464, -74.00845963906315 40.711235436571734))",Alliance for Downtown NY,Manhattan,Ann St,William Street,Nassau St,Open Streets: Restaurants,09/04/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,110875,Civic Center,0.0131165485992,69.2553766247,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-73.98569571351851 40.74400764110667, -73.98413729038322 40.743349590074835))",Atoboy LLC/Flatiron/23rd Street Partnership,Manhattan,East 28th Street,Madison Avenue,Park Avenue,Open Streets: Restaurants,08/28/2020 12:00:00 AM,"5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM",FSU,164766,Midtown,0.0935466894982,493.926520525,NA,NA,NA,NA,NA,NA,NA,NA,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00845963906315 40.711235436571734, -74.00775834332906 40.71080528506682))",Alliance for Downtown NY,Manhattan,Ann St,William Street,Nassau St,Open Streets: Restaurants,09/04/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,110876,Civic Center,0.0472957531712,249.721576755,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-74.00337621512081 40.72525167511627, -74.00390196661502 40.725503396107165))","St Tropez Soho, LLC",Manhattan,Spring St,6th Ave,Thompson St,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"NA,NA,NA,5:00PM,5:00PM,12:00PM,12:00PM","NA,NA,NA,11:00PM,11:00PM,11:00PM,11:00PM",RFSU,110924,Soho,0.0326101751477,172.181724788,NA,NA,NA,NA,NA,NA,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-73.98976487475927 40.73917708895506, -73.9878184856121 40.73834440739754))",Rezdora,Manhattan,E 20th St,Park Ave,Broadway,Open Streets: Restaurants,07/17/2020 12:00:00 AM,"5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,12:00PM,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,164389,Flatiron District,0.117205366987,618.844337697,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-73.9975728377481 40.71407801255919, -73.99761356986619 40.714093134850344, -73.99769529816885 40.71413488763019, -73.99776899698155 40.71418509076787, -73.9978325662365 40.7142422955539, -73.99788447507822 40.71430468604279))",Chinatown BID,Manhattan,Doyers St,Bowery,Pell St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,10:00AM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,251912,Chinatown,0.023006126737,121.472349192,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM
"MULTILINESTRING ((-74.00531045328492 40.74102058795402, -74.00508163512575 40.74133538858395))",Meatpacking BID,Manhattan,9th Ave,W 14th St,W 15th St,Open Streets: Restaurants,07/03/2020 12:00:00 AM,"3:00PM,3:00PM,3:00PM,3:00PM,3:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,271932,Meatpacking District,0.0248205513839,131.05251132,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-73.78741642448364 40.68476189411562, -73.78697724088782 40.68415547556242))",Baisley Pond Park,Queens,BARRON STREET,116th Ave,Foch Blvd,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,59096,South Jamaica,0.0477818285664,252.28805483,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.78697724088782 40.68415547556242, -73.78654164453627 40.68355764385085))",Baisley Pond Park,Queens,BARRON STREET,116th Ave,Foch Blvd,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,59098,South Jamaica,0.0471722320039,249.069384973,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.78654164453627 40.68355764385085, -73.78612972643765 40.682988869091794))",Baisley Pond Park,Queens,BARRON STREET,116th Ave,Foch Blvd,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,59099,South Jamaica,0.0448158498028,236.627686966,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.95117006586233 40.680899115054814, -73.94971436999056 40.68107006309552))",Bed-Stuy,Brooklyn,MACON STREET,Arlington Pl,Tompkins Ave,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,29693,Bedford-Stuyvesant,0.0773725550092,408.527090476,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.94971436999056 40.68107006309552, -73.94763133739485 40.68131436198358))",Bed-Stuy,Brooklyn,MACON STREET,Arlington Pl,Tompkins Ave,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,29782,Bedford-Stuyvesant,0.110712803349,584.563601681,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.94643715403754 40.68144855624947, -73.94360103490851 40.6817743939656))",Bed-Stuy,Brooklyn,MACON STREET,Arlington Pl,Tompkins Ave,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,29875,Bedford-Stuyvesant,0.150667731804,795.525623904,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.94763133739485 40.68131436198358, -73.94716383125856 40.68136690039201))",Bed-Stuy,Brooklyn,MACON STREET,Arlington Pl,Tompkins Ave,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,127528,Bedford-Stuyvesant,0.0248242351667,131.071961653,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.94716383125856 40.68136690039201, -73.94643715403754 40.68144855624947))",Bed-Stuy,Brooklyn,MACON STREET,Arlington Pl,Tompkins Ave,Full Block,05/23/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,127529,Bedford-Stuyvesant,0.0385859099219,203.733604419,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
